label;clean_tweet;Hash Words
0;lucki husband everyon admir save grace shame sarah someon life could guid happi johnmccainday locktrumpup impeachmentinquirynow impeachtrump impeachbarr impeachmnuchin trumpisatraitor;#johnmccainday #locktrumpup #impeachmentinquirynow #impeachtrump #impeachbarr #impeachmnuchin #trumpisatraitor
0;beyond stupid cheetolini want spend tax shini new toy fucktrump;#fucktrump
0;ye next time brutal murder two peopl tweet follow pictur broadcast back ford bronco live twitter ojsimpson thejuiceisloos murder remembernicol rememberron;#ojsimpson #thejuiceisloose #murderer #remembernicole #rememberron
0;read got pictur trump jersey wall douchebag;#douchebag
0;rain england play tell control rain cloud comput hi tech fix go nose icc engvswi shameonicc;#engvswi #shameonicc
0;gandinaaliabus shame congress use filthi languag congress deserv anhil indian polit scene;#gandinaaliabuse
0;none hitman rohit sharma way shameonicc;#shameonicc
0;individu messag logo display item cloth equip icc cwc19 dhonikeeptheglov dhonikeepstheglov;#icc #cwc19 #dhonikeeptheglove #dhonikeepstheglove
0;donald delus discount resist resisttrump fucktrump;#resist #resisttrump #fucktrump
0;alway immens respect sudden admir sunil gavaskar today brace sir barrag insult troll prepar bhakt armi tear accomplish apa offici antin dhonikeepstheglov;#dhonikeepstheglove
0;pray namaz field noth wear glove symbol sacrific violat rule great stuff hypocrisi best dhonikeepstheglov dhonikesaathdesh;#dhonikeepstheglove #dhonikesaathdesh
1;shoutout blind pti follow read understand level decept druggi captain sold ppwnkhlnlyqizm pakistan ptigovern imranhataomulkbachao pmln thrykhinsfqtlinsf;#ppw_nkhl_nly'qi_`Zm #pakistan #ptigovernment #imranhataomulkbachao #pmln #tHrykhi_nSf_qtli_nSf
0;hmmmmmm seem iron hypocrit russianasset wh trumpisatraitor corrupt trumpforprison;#russianasset #trumpisatraitor #corruption #trumpforprison
0;thebachelorett ok lukep need go pleas oh pleas luke give douchebag whole new mean;#thebachelorette #lukep #douchebag
0;stopbori borisjohnsonshouldnotbepm borisdoesnotrepresentm c4debat inspir woman francesca;#stopboris #borisjohnsonshouldnotbepm #borisdoesnotrepresentme #c4debate
1;dear icc inst focus dhoni glove sta focus qualiti umpir cricket world cup world watch dhonikeepstheglov;#dhonikeepstheglove
0;like almost match includ indvpak effect wash next two week shameonicc;#indvpak #shameonicc
0;first time 9 year economi drop 1st 3rd fucktrump;#fucktrump
0;shameonicc indian fan unleash wrath upon icc anoth world cup washout;#shameonicc:
0;donthecon think whole life ever call well duh show mobboss donthedon trumpcrimefamili trumpisacrimin trumpisatraitor trumpisadisgrac;#donthecon #mobboss #donthedon #trumpcrimefamily #trumpisacriminal #trumpisatraitor #trumpisadisgrace
1;bori trump god help u borisjohnsonshouldnotbepm johnsonisaclown;#borisjohnsonshouldnotbepm #johnsonisaclown
0;hell oj simpson twitter would stupid enough follow even tweet murder;#murderer
0;imagin thought energi could har focus day like today cheesepuff chief bihday would ceainli burst flame neg energi thown way fucktrump;#fucktrump
0;etsi shop benedict donald call presid traitor shosleev unisex tshi cloth shi streetwear trump impeach treason traitor fucktrump impeachtrump;#etsy #clothing #shi #streetwear #trump #impeach #treason #traitor #fucktrump #impeachtrump
0;subsidi illeg alien douchebag;#douchebag
0;zero interest play god pleas treat u either god dog deserv respect noth noth le doctorsfightback;#doctorsfightback
0;500 doctor alreadi resign bengal nr 100 sskm 175 nation medic colleg 20 rg kar 126 noh bengal colleg 119 murshidabad 50 rampurhat 37 burdwan 26 doctorsfightback savethedoctor;#bengal. #doctorsfightback #savethedoctors
1;hmm matt hancock back bori johnson next prime minist look like take cannot beat join mantra rather serious c4debat conservativeleadership borisjohnsonshouldnotbepm;#c4debate #conservativeleadership #borisjohnsonshouldnotbepm
0;mandatori new cours karat kungfu introduc mbb cours new session self defenc protect doctorsi doctorsfightback;#doctorsfightback
0;cricket world cup swim world cup shameonicc cwc19;#shameonicc #cwc19
0;swamiji get money tgsfraud dreamzgkfraud show good gestur 18000 peopl lost money biggest scamimafraud imajewel good friend involv hencecan give cbi investig r true kannadiga;#tgsfraud #dreamzgkfraud #imajewels
1;seem rain thunder god like see play field discrimin eh shameonicc;#shameonicc
0;thing jackieo dream fat boy trumpisatraitor trump2020 johnmccainday trumpbihday;#jackieo. #trumpisatraitor #trump2020 #johnmccainday #trumpbihday
0;think littl calcul get fact correct case fail comment savethesaviour doctorsfightback standwithnr savethedoctor;#savethesaviour #doctorsfightback #standwithnrs #savethedoctors
0;america even win nbafin thank trump fucktrump;#america #nbafinals. #trump #fucktrump
0;shameonicc plz stop;#shameonicc
1;good riddanc next put jail fucktrump fuckthegop impeachtrump trumpresign traitorump draintheswamp voteoutgop;#fucktrump #fuckthegop #impeachtrump #trumpresign #traitorump #draintheswamp #voteoutgop
0;hilari close brush truth borisjohnsonshouldnotbepm bori johnson dodg public debat avoid inadv father child one via;#borisjohnsonshouldnotbepm
0;doctor impoant pa societi strike resign ask safeti everi normal citizen countri deserv doctorsfightback;#doctorsfightback
0;still 40 nation averag confus obama rate 50 fucktrump fucktrumpsuppo fuckrepublican;#fucktrump #fucktrumpsuppoers #fuckrepublicans
1;shameonicc two option want screw world cup contact rahul gandhi london right want run world cup smoothli go forward immedi contact amit shah;#shameonicc
0;doctorsfightback word prime minist home minist demand justic kolkata doctor;#doctorsfightback
1;gandinaaliabus nation go toler insult pm;#gandinaaliabuse
0;liter seen 7th grade girl basketbal far better shoot techniqu overal look bozo douchebag;#douchebag
0;johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday johnmccainday final fucktrump;#johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccainday #fucktrump
1;concentr cover ground hand shameonicc dhonikeeptheglov cwc19;#shameonicc #dhonikeeptheglove #cwc19
0;shameonicc cwc19 best due minor thought turn worst host tournament best engvswi wiveng cwc2019 listen michael phelp claim wc trophi coz best swimmer shame;#shameonicc #cwc19 #engvswi #wiveng #cwc2019
0;everyon right moral duti show respect countri armi forc dhoni nation first today india say dhonikeepstheglov balidaanbadg dhonikesaathdesh worldcup2019 indvau ausvind iccworldcup2019;#army #forces #dhoni #first #dhonikeepstheglove #balidaanbadge #dhonikesaathdesh #worldcup2019 #indvaus #ausvind #iccworldcup2019
1;act defens secretari act like know talk trumpisatraitor trumplieseverytimehespeak trumpswamp wagthedog;#trumpisatraitor #trumplieseverytimehespeaks #trumpswamp #wagthedog
0;ye cannot u time need expect free phone advic savethedoctor enoughisenough doctorsprotest doctorsfightback doctorsunderoppress doctorsagainstassualt;#savethedoctors #enoughisenough #doctorsprotest #doctorsfightback #doctorsunderoppression #doctors_against_assualt
0;shameonicc plan icc defam cricket popular indiawhi pathet plan big moment world cupther investig;#shameonicc
0;jab balidaan likha hi nahi hai toh unwant controversi dhonikeepstheglov drop logo;#dhonikeepstheglove #logo.
0;doctor advoc intellectu common peopl outsid rohinga muslim insid mad mamta mamtalosingcontrol doctorsfightback doctorsstrik;#mamtalosingcontrol #doctorsfightback #doctorsstrike
0;trump indicttrump lockhimup fucktrump progress dem resist resist resist traitorump trumptreason trumptraitor putinspuppet jailtrump trumprussia notmypresid notrump love crazi keep good work trump2020 hey babi;#trump #indicttrump #lockhimup #fucktrump #progressive #dems #resisters #resistance #resist #traitorump #trumptreason #trumptraitor #putinspuppet #jailtrump #trumprussia #notmypresident #notrump #crazy! #trump2020!
0;applaud move doctor save life must suppo voilenc savethedoctor doctorsfightback;#savethedoctors #doctorsfightback
0;would celebr better man day johnmccain hero patriot trumpisanationalsecuritythreat bone spur neither patriot hero trumpisatraitor trumpisadisgrac trumpistheenemyofthepeopl one would say thing mccain;#johnmccain #trumpisanationalsecuritythreat #trumpisatraitor #trumpisadisgrace #trumpistheenemyofthepeople
0;doubl standard icc dhonikeeptheglov nationsiswithdhoni shameonicc;#dhonikeeptheglove #nationsiswithdhoni #shameonicc
0;purpos tweet fucktrump voteagainst removetrumpfmoffic lockthemup;#fucktrump #voteagainst #removetrumpfmoffice #lockthemup
0;real potus44 work american fucktrump;#potus44 #fucktrump
0;first time instead come help elect govt threaten dr get kill mob occup hazard dr savebeng savethedoctor doctorsfightback doctorsprotest workplac safeti must occup;#savebengal #savethedoctors #doctorsfightback #doctorsprotest #safety
1;dhonikeepstheglov eye observ himm;#dhonikeepstheglove
0;doctorsfightback angri rel patient rough mishandl doctor old stori protest doctor counter misbehaviour bjp achiev first conv muslim v doctor;#doctorsfightback
0;alway mahi bhai remov glove dhonikeepstheglov;#dhonikeepstheglove
0;dear icc focu match venu dhoni glove indvnz engvwi shameonicc rainstopsmatch england raini weather put damper cricket fan mood;#indvnz #engvwi #shameonicc #rainstopsmatch
1;crimin homi riot specialist tadipar co despo colon bengalwil tri sabotag talk btwn mamta doctorsfightback becom pawn hindumuslimhindumuslim tukdetukdegangrabidss;#tadipar #bengal-will #doctorsfightback #tukdetukdegang:rabidss
0;dear bengal nrsmedicalcolleg savethedoctor doctorsprotest doctorsfightback doctorstrik;#bengal #nrsmedicalcollege #savethedoctors #doctorsprotest #doctorsfightback #doctorstrike
0;respect india dhonikeeptheglov dhonikeepstheglov keeptheglov;#dhonikeeptheglove #dhonikeepstheglove #keeptheglove
0;realli got stroke one delay give treatment come know suppo doctorsfightback;#doctorsfightback
1;shameonicc cheat cricket fan cancel world cup;#shameonicc
1;shameonicc investig choos england venu time thai may turn scam fan bought expens ticket 1 year ago arrang cover ground wrost club cricket shameony;#shameonicc #shameonyou
0;employe turn back agricultur secretari reloc kansa citi resist resisttrump fucktrump;#resist #resisttrump #fucktrump
1;tonight stroke go treat doctor threaten bulli doctorsfightback;#doctorsfightback
0;depress frighten borisjohnsonshouldnotbepm c4debat ifnotgetagripmanupandgetoutthereandtellusotherwiseitsallballsandnottobetrust;#borisjohnsonshouldnotbepm #c4debate #ifnotgetagripmanupandgetoutthereandtellusotherwiseitsallballsandnottobetrusted
0;tweet solidar doctor friend across countri deserv better way better doctorsfightback;#doctorsfightback
0;fix bori borisjohnsonshouldnotbepm;#boris #borisjohnsonshouldnotbepm
1;traitor coward trumpisatraitor impeachtrumpnow impeachmenthearingsnow impeachdonaldtrump;#trumpisatraitor #impeachtrumpnow #impeachmenthearingsnow #impeachdonaldtrump
1;govern doctor resign post p privat chamber nurs home govern hospit resignedbutstillservinghuman doctorsfightback savethedoctor;#resignedbutstillservinghumanity #doctorsfightback #savethedoctors
0;nope go happen fuckofftrump trumpisatraitor trumpsgottago trumpsworsethannixon;#fuckofftrump #trumpisatraitor #trumpsgottago #trumpsworsethannixon
0;joke america trumpisatraitor;#trumpisatraitor
0;darkest worldcup fresh competit shameonicc;#shameonicc
0;kolkata junior doctor nr medic hospit continu strike fifth day violenc doctor westbeng doctorsfightback;#kolkata: #doctors. #westbengal #doctorsfightback
0;express feel respect indian armi think violat rule therefor seek permiss let wear glove dhonikeepstheglov;#dhonikeepstheglove
0;icc turn bcci request msdhoni cannot spo balidanbadg agre dhonikeeptheglov dhonikeepstheglov indiawithdhoni dhonikesaathdesh;#msdhoni #balidanbadge #dhonikeepthegloves #dhonikeepstheglove #indiawithdhoni #dhonikesaathdesh
0;trumpisatraitor theresist get wrong noth funni trump said hand realli amus;#trumpisatraitor #theresistance
0;tyrann insan fucktrump waterprotector nopipelin poweothepeopl;#fucktrump #waterprotectors #nopipelines #poweothepeople
0;think malign one like twitler avoid murder;#murderer.
1;fact one borisjohnson attend eton oxford rorystewa becom foreign offic diplomat award obe servic afghanistan borisjohnson becom time newspap columnist sack decept roryforlead borisjohnsonshouldnotbepm;#borisjohnson #rorystewa #borisjohnson #roryforleader #borisjohnsonshouldnotbepm
1;poor adveis cwc19 hope thing happen indvpak match deserv poor schdule poor ground condit poor rule regul impoant tournament wast shameonicc;#cwc19 #indvpak #shameonicc
0;someth realli go wrong saviour protest save doctorsstrik doctorsfightback bengaldoctorsstrik;#doctorsstrike #doctorsfightback #bengaldoctorsstrike
1;dear see better rain show u meant cwc19 shameonicc;#cwc19 #shameonicc
1;fool block trumpisatraitor impeachtrumpnow;#trumpisatraitor #impeachtrumpnow
0;rangzen peopl stop fake activist troll ruin freetibet movement tibetan humanright boycottchina dharamsala march10 tibetan dalailama bhorangzen;#rangzen #freetibet #tibetans #humanrights #boycottchina #dharamsala #march10 #tibetan #dalailama #bhorangzen
0;ladi gentleman give bori johnson next pm scotlandsforeurop scotland scotlandisnow indyref2 scotref borisjohnsonshouldnotbepm borisjohnson;#scotlandsforeurope #scotland #scotlandisnow #indyref2 #scotref #borisjohnsonshouldnotbepm #borisjohnson
